,CompleteInfo?,UUID,Multipack?,Order,AlphaTitle,IMDBLink,DisplayTitle,Year,Rating,RunTime,Director,Starring,Genres,Tags,Formats,Synopsis,ImageLink,Ra Too?
Amanda,,tt0377818,,,Dukes of Hazzard,https://www.imdb.com/title/tt0377818,The Dukes of Hazzard,2005,PG-13,1:44,,"Seann William Scott, Johnny Knoxville, Jessica Simpson",Comedy, ,D,"Cousins Bo, Luke, and Daisy Duke, and their uncle Jesse, egg on the authorities of Hazzard County, Boss Hogg and Sheriff Coltrane.", ,
Amanda,,tt1013860,,,Dylan Dog,https://www.imdb.com/title/tt1013860,Dylan Dog: Dead of Night,2010,PG-13,1:47,,"Brandon Routh, Anita Briem, Sam Huntington","Action, Comedy, Crime", ,D,"The adventures of supernatural private investigator, Dylan Dog, who seeks out the monsters of the Louisiana bayou in his signature red shirt, black jacket, and blue jeans.", ,
Amanda,,,,,Eagle Eye,https://www.imdb.com/title/,Eagle Eye,,,,,,, ,,, ,
Amanda,,,,,Easy A,https://www.imdb.com/title/,Easy A,,,,,,, ,,, ,
Amanda,,tt0099487,,,Edward Scissorhands,https://www.imdb.com/title/tt0099487,Edward Scissorhands,1990,PG-13,1:45,Tim Burton,"Johnny Depp, Winona Ryder, Dianne Wiest","Drama, Fantasy, Romance", ,D,The solitary life of an artificial man - who was incompletely constructed and has scissors for hands - is upended when he is taken in by a suburban family., ,
Amanda,,,,,Enter the Dragon,https://www.imdb.com/title/,Enter the Dragon,,,,,,, ,,, ,
Amanda,,tt0137494,,,Entrapment,https://www.imdb.com/title/tt0137494,Entrapment,1999,PG-13,1:53,,"Sean Connery, Catherine Zeta-Jones, Ving Rhames","Action, Crime, Romance", ,D,An insurance agent is sent by her employer to track down and help capture an art thief., ,
Amanda,,,,,Epic,https://www.imdb.com/title/,Epic,,,,,,, ,,, ,
Amanda,,,,,Escape Plan,https://www.imdb.com/title/,Escape Plan,,,,,,, ,,, ,
Amanda,,,,,Evolution,https://www.imdb.com/title/,Evolution,,,,,,, ,,, ,
Amanda,,,,,Exorcist,https://www.imdb.com/title/,Exorcist,,,,,,, ,,, ,
Amanda,,,,,Expendables,https://www.imdb.com/title/,Expendables,,,,,,, ,,, ,
Amanda,,,,,Failure to Launch,https://www.imdb.com/title/,Failure to Launch,,,,,,, ,,, ,
Amanda,,,,,Fargo,https://www.imdb.com/title/,Fargo,,,,,,, ,,, ,
Amanda,,tt0232500,,,Fast and Furious 1,https://www.imdb.com/title/tt0232500,The Fast and the Furious,2001,PG-13,1:46,Rob Cohen,"Vin Diesel, Paul Walker, Michelle Rodriguez","Action, Crime, Thriller", ,D,Los Angeles police officer Brian O'Conner must decide where his loyalty really lies when he becomes enamored with the street racing world he has been sent undercover to destroy., ,
Amanda,,tt0104254,,,Ferngully,https://www.imdb.com/title/tt0104254,FernGully,1992,G,1:16,Bill Kroyer,"Samantha Mathis, Christian Slater, Robin Williams","Animation, Adventure, Family", ,D,"The magical inhabitants of a rainforest fight to save their home, which is threatened by logging and a polluting force of destruction called Hexxus.", ,
Amanda,,tt0091042,,,Ferris Bueller's Day Off,https://www.imdb.com/title/tt0091042,Ferris Bueller's Day Off,1986,PG-13,1:43,John Hughes,"Matthew Broderick, Alan Ruck, Mia Sara",Comedy, ,D,"A popular high school student, admired by his peers, decides to take a day off from school, and goes to extreme lengths to it pull off, to the chagrin of his Principal who'll do anything to stop him.", ,
Amanda,,,,,Fever Pitch,https://www.imdb.com/title/,Fever Pitch,,,,,,, ,,, ,
Amanda,Y,tt0104257,,,Few Good Men,https://www.imdb.com/title/tt0104257,A Few Good Men,1992,R,2:18,Rob Reiner,"Tom Cruise, jack Nicholson, Demi Moore, Kevin Bacon, Kiefer Sutherland","Drama, Thriller", ,D,Military lawyer Lieutenant Daniel Kaffee defends Marines accused of murder. They contend they were acting under orders., ,
Amanda,,tt0119116,,,Fifth Element,https://www.imdb.com/title/tt0119116,The Fifth Element,1997,PG-13,2:06,,"Bruce Willis, Milla Jovovich, Gary Oldman","Action, Adventure, Sci-Fi", ,D,"In the colorful future, a cab driver unwittingly becomes the central figure in the search for a legendary cosmic weapon to keep Evil and Mr. Zorg at bay.", ,
Amanda,,tt0181536,,,Finding Forrester,https://www.imdb.com/title/tt0181536,Finding Forrester,2000,PG-13,2:16,,"Sean Connery, Rob Brown, F. Murray Abraham",Drama, ,D,A young writing prodigy finds a mentor in a reclusive author., ,
Amanda,,,,,Flashdance,https://www.imdb.com/title/,Flashdance,,,,,,, ,,, ,
Amanda,,,,,Flight of the Phoenix,https://www.imdb.com/title/,Flight of the Phoenix,1965,,,,,, ,,, ,
Amanda,,,,,Flushed Away,https://www.imdb.com/title/,Flushed Away,,,,,,, ,,, ,
Amanda,,tt1541160,,,Flypaper,https://www.imdb.com/title/tt1541160,Flypaper,2011,Not Rated,1:27,,"Patrick Dempsey, Ashley Judd, Tim Blake Nelson","Comedy, Crime, Mystery", ,D,A man caught in the middle of two simultaneous robberies at the same bank desperately tries to protect the teller with whom he's secretly in love., ,
Amanda,,tt1068242,,,Footloose,https://www.imdb.com/title/tt1068242,Footloose,2011,PG-13,1:53,,"Kenny Wormald, Julianne Hough, Dennis Quaid","Comedy, Drama, Music", ,D,"City teenager Ren MacCormack moves to a small town where rock music and dancing have been banned, and his rebellious spirit shakes up the populace.", ,
Amanda,,,,,Forbidden Kigdom,https://www.imdb.com/title/,Forbidden Kigdom,,,,,,, ,,, ,
Amanda,,,,,French Kiss,https://www.imdb.com/title/,French Kiss,,,,,,, ,,, ,
Amanda,,tt0120681,,,From Hell,https://www.imdb.com/title/tt0120681,From Hell,2001,R,2:02,,"Johnny Depp, Heather Graham, Ian Holm","Horror, Mystery, Thriller", ,D,"In Victorian-era London, a troubled clairvoyant police detective investigates the murders of Jack the Ripper.", ,
Amanda,,tt2713180,,,Fury,https://www.imdb.com/title/tt2713180,Fury,2014,R,2:14,,"Brad Pitt, Shia LaBeouf, Logan Lerman","Action, Drama, War", ,D,"A grizzled tank commander makes tough decisions as he and his crew fight their way across Germany in April, 1945.", ,
Amanda,,,,,Gangs of New York,https://www.imdb.com/title/,Gangs of New York,,,,,,, ,,, ,
Amanda,,,,,Gangster Squad,https://www.imdb.com/title/,Gangster Squad,,,,,,, ,,, ,
Amanda,,,,,Get Smart,https://www.imdb.com/title/,Get Smart,,,,,,, ,,, ,
Amanda,,,,,Ghost Hunter,https://www.imdb.com/title/,Ghost Hunter,,,,,,, ,,, ,
Amanda,,,,,Ghost Rider,https://www.imdb.com/title/,Ghost Rider,,,,,,, ,,, ,
Amanda,,tt0087332,,,Ghostbusters I,https://www.imdb.com/title/tt0087332,Ghostbusters I,1984,PG,1:45,,"Bill Murray, Dan Aykroyd, Sigourney Weaver","Action, Comedy, Fantasy", ,D,"Three parapsychologists forced out of their university funding set up shop as a unique ghost removal service in New York City, attracting frightened yet skeptical customers.", ,
Amanda,,tt0097428,,,Ghostbusters II,https://www.imdb.com/title/tt0097428,Ghostbusters II,1989,PG,1:48,,"Bill Murray, Dan Aykroyd, Sigourney Weaver","Action, Comedy, Fantasy", ,D,The discovery of a massive river of ectoplasm and a resurgence of spectral activity allows the staff of Ghostbusters to revive the business., ,
Amanda,,,,,GI Joe: Rise of the Cobra,https://www.imdb.com/title/,GI Joe: Rise of the Cobra,,,,,,, ,,, ,
Amanda,,tt0265208,,,Girl Next Door,https://www.imdb.com/title/tt0265208,The Girl Next Door,2004,R,1:49,Luke Greenfield,"Emile Hirsch, Nicholas Downs, Elisha Cuthbert","Comedy, Drama, Romance", ,D,A teenager's dreams come true when a former porn star moves in next door and they fall in love., ,
Amanda,,tt6823368,,Eastrail 177 (3),Glass,https://www.imdb.com/title/tt6823368,Glass,2019,PG-13,2:09,M. Night Shyamalan,"James McAvoy, Bruce Willis, Samuel L. Jackson","Drama, Horror, Sci-Fi",Eastrail-177,D,"Security guard David Dunn uses his supernatural abilities to track Kevin Wendell Crumb, a disturbed man who has twenty-four personalities.", ,
Amanda,,tt0831387,,,Godzilla,https://www.imdb.com/title/tt0831387,Godzilla,2014,PG-13,2:03,Gareth Edwards,"Aaron Taylor-Johnson, Elizabeth Olsen, Bryan Cranston, Ken Watanabe","Action, Adventure, Sci-Fi", ,D,"The world is beset by the appearance of monstrous creatures, but one of them may be the only one who can save humanity.", ,
Amanda,,,,,Golden Child,https://www.imdb.com/title/,Golden Child,,,,,,, ,,, ,
Amanda,,tt0385752,,,Golden Compass,https://www.imdb.com/title/tt0385752,The Golden Compass,2007,PG-13,1:53,,"Nicole Kidman, Daniel Craig, Dakota Blue ","Adventure, Family, Fantasy", ,D,"In a parallel universe, young Lyra Belacqua journeys to the far North to save her best friend and other kidnapped children from terrible experiments by a mysterious organization.", ,
Amanda,,,,,Gone Girl,https://www.imdb.com/title/,Gone Girl,,,,,,, ,B,, ,
Amanda,,,,,Good Night and Good Luck,https://www.imdb.com/title/,Good Night and Good Luck,,,,,,, ,,, ,
Amanda,,tt0089218,,,Goonies,https://www.imdb.com/title/tt0089218,The Goonies,1985,PG,1:54,,"Sean Astin, Josh Brolin, Jeff Cohen","Adventure, Comedy, Family", ,D,A group of young misfits called The Goonies discover an ancient map and set out on an adventure to find a legendary pirate's long-lost treasure., ,
Amanda,,,,,Gozilla King of the Monsters,https://www.imdb.com/title/,Gozilla King of the Monsters,,,,,,, ,,, ,
Amanda,,tt1343092,,,Great Gatsby,https://www.imdb.com/title/tt1343092,The Great Gatsby,2013,PG-13,2:23,,"Leonardo DiCaprio, Carey Mulligan, Joel Edgerton","Drama, Romance", ,D,"A writer and wall street trader, Nick, finds himself drawn to the past and lifestyle of his millionaire neighbor, Jay Gatsby.", ,
Amanda,,,,,Great Wall,https://www.imdb.com/title/,Great Wall,,,,,,, ,,, ,
Amanda,,,,,Green Hornet,https://www.imdb.com/title/,Green Hornet,,,,,,, ,,, ,
Amanda,,,,,Guarding Tess,https://www.imdb.com/title/,Guarding Tess,,,,,,, ,,, ,
Amanda,,,,,Guns Girls and Gambling,https://www.imdb.com/title/,Guns Girls and Gambling,,,,,,, ,,, ,
Amanda,,tt0448157,,,Hancock,https://www.imdb.com/title/tt0448157,Hancock,2008,PG-13,1:32,Peter Berg,"Will Smith, Charlize Theron, Jason Bateman","Action, Comedy, Drama", ,D,Hancock is a superhero whose ill-considered behavior regularly causes damage in the millions. He changes when the person he saves helps him improve his public image., ,
Amanda,,,,,Hans Christian Anderson,https://www.imdb.com/title/,Hans Christian Anderson,Danny Kaye,,,,,, ,,, ,
Amanda,,,,,Hansel and Gretel,https://www.imdb.com/title/,Hansel and Gretel,,,,,,, ,,, ,
Amanda,,tt0949731,,,Happening,https://www.imdb.com/title/tt0949731,The Happening,2008,R,1:31,M. Night Shyamalan,"Mark Wahlberg, Zooey Deschanel, John Leguizamo","Adventure, Drama, Sci-Fi", ,D,"A science teacher, his wife, and a young girl struggle to survive a plague that causes those infected to commit suicide.", ,
Amanda,,tt0366548,,,Happy Feet,https://www.imdb.com/title/tt0366548,Happy Feet,2006,PG,1:48,"George Miller, Warren Coleman, Judy Morris","Elijah Wood, Brittany Murphy, Hugh Jackman","Animation, Adventure, Comedy", ,D,"Into the world of the Emperor Penguins, who find their soul mates through song, a penguin is born who cannot sing. But he can tap dance something fierce!", ,
Amanda,,tt0241527,,,Harry Potter 1,https://www.imdb.com/title/tt0241527,Harry Potter and the Sorcerer's Stone,2001,PG,2:32,Chris Columbus,"Daniel Radcliffe, Rupert Grint, Emma Watson","Adventure, Family, Fantasy", ,D,"An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world.", ,
Amanda,,tt0295297,,,Harry Potter 2,https://www.imdb.com/title/tt0295297,Harry Potter and the Chamber of Secrets,2002,PG,2:41,Chris Columbus,"Daniel Radcliffe, Rupert Grint, Emma Watson","Adventure, Family, Fantasy", ,D,An ancient prophecy seems to be coming true when a mysterious presence begins stalking the corridors of a school of magic and leaving its victims paralyzed., ,
Amanda,,tt0304141,,,Harry Potter 3,https://www.imdb.com/title/tt0304141,Harry Potter and the Prisoner of Azkaban,2004,PG,2:22,Alfonso Cuarón,"Daniel Radcliffe, Rupert Grint, Emma Watson","Adventure, Family, Fantasy", ,D,"Harry Potter, Ron and Hermione return to Hogwarts School of Witchcraft and Wizardry for their third year of study, where they delve into the mystery surrounding an escaped prisoner who poses a dangerous threat to the young wizard.", ,
Amanda,,tt0330373,,,Harry Potter 4,https://www.imdb.com/title/tt0330373,Harry Potter and the Goblet of Fire,2005,PG-13,2:37,Mike Newell,"Daniel Radcliffe, Rupert Grint, Emma Watson","Adventure, Family, Fantasy", ,D,"Harry Potter finds himself competing in a hazardous tournament between rival schools of magic, but he is distracted by recurring nightmares.", ,
Amanda,,tt0373889,,,Harry Potter 5,https://www.imdb.com/title/tt0373889,Harry Potter and the Order of the Pheonix,2007,PG-13,2:18,David Yates,"Daniel Radcliffe, Rupert Grint, Emma Watson","Action, Adventure, Family", ,D,"With their warning about Lord Voldemort's return scoffed at, Harry and Dumbledore are targeted by the Wizard authorities as an authoritarian bureaucrat slowly seizes power at Hogwarts.", ,
Amanda,,tt0417741,,,Harry Potter 6,https://www.imdb.com/title/tt0417741,Harry Potter and the Half-Blood Prince,2009,PG,2:33,David Yates,"Daniel Radcliffe, Rupert Grint, Emma Watson","Action, Adventure, Family", ,D,"As Harry Potter begins his sixth year at Hogwarts, he discovers an old book marked as ""the property of the Half-Blood Prince"" and begins to learn more about Lord Voldemort's dark past.", ,
Amanda,,tt0926084,,,Harry Potter 7,https://www.imdb.com/title/tt0926084,Harry Potter and the Deathly Hallows: Part I,2010,PG-13,2:26,David Yates,"Daniel Radcliffe, Rupert Grint, Emma Watson","Adventure, Family, Fantasy", ,D,"As Harry, Ron and Hermione race against time and evil to destroy the Horcruxes, they uncover the existence of the three most powerful objects in the wizarding world: the Deathly Hallows.", ,
Amanda,,tt1201607,,,Harry Potter 8,https://www.imdb.com/title/tt1201607,Harry Potter and the Deathly Hallows: Part II,2011,PG-13,2:10,David Yates,"Daniel Radcliffe, Rupert Grint, Emma Watson","Adventure, Family, Fantasy", ,D,"Harry, Ron, and Hermione search for Voldemort's remaining Horcruxes in their effort to destroy the Dark Lord as the final battle rages on at Hogwarts.", ,
Amanda,,,,,Heartbreakers,https://www.imdb.com/title/,Heartbreakers,,,,,,, ,,, ,
Amanda,,tt2404463,,,Heat,https://www.imdb.com/title/tt2404463,The Heat,2013,R,1:57,,"Sandra Bullock, Michael McDonald, Meliss McCarthy","Action, Comedy, Crime", ,B,An uptight FBI Special Agent is paired with a foul-mouthed Boston cop to take down a ruthless drug lord., ,
Amanda,,tt0167190,,,Hellboy,https://www.imdb.com/title/tt0167190,Hellboy,2004,PG-13,2:02,Guillermo del Toro,"Ron Perlman, Doug Jones, Selma Blair","Action, Adventure, Fantasy", ,D,"A demon raised from infancy after being conjured by and rescued from the Nazis, grows up to become a defender against the forces of darkness.", ,
Amanda,,,,,Hello Dolly,https://www.imdb.com/title/,Hello Dolly,,,,,,, ,,, ,
Amanda,,,,,Hercules,https://www.imdb.com/title/,Hercules,Dwayne Johnson,,,,,, ,B,, ,
Amanda,,,,,Here Comes the Boom,https://www.imdb.com/title/,Here Comes the Boom,,,,,,, ,,, ,
Amanda,,tt2097307,,,Hit & Run,https://www.imdb.com/title/tt2097307,Hit & Run,2012,R,1:40,,"Dax Shepard, Kristen Bell, Bradley Cooper","Action, Adventure, Comedy", ,D,Former getaway driver Charles Bronson jeopardizes his Witness Protection Plan identity in order to help his girlfriend get to Los Angeles. The feds and Charles' former gang chase them on the road., ,
Amanda,,tt0077687,,,Hobbit,https://www.imdb.com/title/tt0077687,The Hobbit,1977,TV-PG,1:30,"Jules Bass, Arthur Rankin Jr.","Orson Bean, John Huston","Animation, Adventure, Family", ,D,A homebody hobbit in Middle Earth gets talked into joining a quest with a group of dwarves to recover their treasure from a dragon., ,
Amanda,,,,,Hollywoodland,https://www.imdb.com/title/,Hollywoodland,,,,,,, ,,, ,
Amanda,,,,,Honey,https://www.imdb.com/title/,Honey,,,,,,, ,,, ,
Amanda,,,,,Horrible Bosses,https://www.imdb.com/title/,Horrible Bosses,,,,,,, ,,, ,
Amanda,,tt0451079,,,Horton Hears a Who,https://www.imdb.com/title/tt0451079,Horton Hears a Who!,2008,G,1:26,,"Jim Carrey, Steve Carell, Carol Burnett","Animation, Adventure, Comedy", ,D,Horton the Elephant struggles to protect a microscopic community from his neighbors who refuse to believe it exists., ,
Amanda,,,,,Hotel Artemis,https://www.imdb.com/title/,Hotel Artemis,,,,,,, ,,, ,
Amanda,,,,,House with a Clock in the Walls,https://www.imdb.com/title/,House with a Clock in the Walls,,,,,,, ,,, ,
Amanda,,,,,How to Eat Fried Worms,https://www.imdb.com/title/,How to Eat Fried Worms,,,,,,, ,,, ,
Amanda,,,,,How to Lose a Guy in 10 Days,https://www.imdb.com/title/,How to Lose a Guy in 10 Days,,,,,,, ,,, ,
Amanda,,tt0892769,,,How to Train Your Dragon,https://www.imdb.com/title/tt0892769,How to Train Your Dragon,2010,PG,1:38,Dean DeBlois,"Jay Baruchel, Gerard Butler, Christopher Mintz-Plasse","Animation, Action, Adventure", ,B,"A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.", ,
Amanda,,,,,Hudson Hawk,https://www.imdb.com/title/,Hudson Hawk,,,,,,, ,,, ,
Amanda,,,,,Hulk,https://www.imdb.com/title/,Hulk,Eric Bana,,,,,, ,,, ,
Amanda,Y,tt1392170,,,Hunger Games 1,https://www.imdb.com/title/tt1392170,The Hunger Games,2012,PG-13,2:22,Gary Ross,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth","Action, Adventure, Sci-Fi, Triller", ,D,Katniss Everdeen voluntarily takes her younger sister's place in the Hunger Games: a televised competition in which two teenagers from each of the twelve Districts of Panem are chosen at random to fight to the death., ,
Amanda,Y,tt1951264,,,Hunger Games 2,https://www.imdb.com/title/tt1951264,Catching Fire,2013,PG-13,2:26,Francis Lawrence,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth","Action, Adventure, Sci-Fi, Triller", ,D,Katniss Everdeen and Peeta Mellark become targets of the Capitol after their victory in the 74th Hunger Games sparks a rebellion in the Districts of Panem., ,
Amanda,Y,tt1951265,,,Hunger Games 3,https://www.imdb.com/title/tt1951265,Mocking Jay: Part I,2014,PG-13,2:03,Francis Lawrence,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth","Action, Adventure, Sci-Fi, Triller", ,D,"Katniss Everdeen is in District 13 after she shatters the games forever. Under the leadership of President Coin and the advice of her trusted friends, Katniss spreads her wings as she fights to save Peeta and a nation moved by her courage.", ,
Amanda,Y,tt1951266,,,Hunger Games 4,https://www.imdb.com/title/tt1951266,Mocking Jay: Part II,2015,PG-13,2:17,Francis Lawrence,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth","Action, Adventure, Sci-Fi, Triller", ,D,Katniss and a team of rebels from District 13 prepare for the final battle that will decide the fate of Panem., ,
Amanda,,tt2381991,,,Huntsman,https://www.imdb.com/title/tt2381991,The Huntsman: Winter's War,2016,PG-13,1:54,,"Chris Hemsworth, Jessica Chastain, Charlize Theron, Emily Blunt","Action, Adventure, Drama", ,D,"Eric and fellow warrior Sara, raised as members of ice Queen Freya's army, try to conceal their forbidden love as they fight to survive the wicked intentions of both Freya and her sister Ravenna.", ,
Amanda,,,,,I am Legend,https://www.imdb.com/title/,I am Legend,,,,,,, ,,, ,
Amanda,,tt0343818,,,"I, Robot",https://www.imdb.com/title/tt0343818,"I, Robot",2004,PG-13,1:55,,"Will Smith, Bridget Moynahan, Bruce Greenwood, Alan Tudyk","Action, Mystery, Sci-Fi", ,D,"In 2035, a technophobic cop investigates a crime that may have been perpetrated by a robot, which leads to a larger threat to humanity.", ,
Amanda,,tt0317705,,,Incredibles,https://www.imdb.com/title/tt0317705,The Incredibles,2004,PG,1:55,Brad Bird,"Craig T. Nelson, Samuel L. Jackson, Holly Hunter, Jason Lee","Animation, Action, Adventure", ,D,"While trying to lead a quiet suburban life, a family of undercover superheroes are forced into action to save the world.", ,
Amanda,,,,,Independence Day,https://www.imdb.com/title/,Independence Day,,,,,,, ,,, ,
Amanda,,,,,Indian Jones 1,https://www.imdb.com/title/,Indian Jones 1,,,,,,, ,,, ,
Amanda,,,,,Indian Jones 2,https://www.imdb.com/title/,Indian Jones 2,,,,,,, ,,, ,
Amanda,,,,,Indian Jones 3,https://www.imdb.com/title/,Indian Jones 3,,,,,,, ,,, ,
Amanda,,,,,Indian Jones 4,https://www.imdb.com/title/,Indian Jones 4,,,,,,, ,,, ,
Amanda,,,,,Inglorious Basterds,https://www.imdb.com/title/,Inglorious Basterds,,,,,,, ,,, ,
Amanda,,tt0494238,,,Inkheart,https://www.imdb.com/title/tt0494238,Inkheart,2008,PG,1:46,Iain Softley,"Brendan Fraser, Andy Serkis, Eliza Bennett","Adventure, Family, Fantasy", ,D,"A teenage girl discovers her father has an amazing talent to bring characters out of their books and must try to stop a freed villain from destroying them all, with the help of her father, her aunt, and a storybook's hero.", ,
Amanda,,tt0110148,,,Interview with a Vampire,https://www.imdb.com/title/tt0110148,Interview with a Vampire,1994,R,2:03,,"Brad Pitt, Tom Cruise, Antonio Banderas, Kristen Dunst","Drama, Fantasy, Horror", ,D,"A vampire tells his epic life story: love, betrayal, loneliness, and hunger.", ,
Amanda,,,,,Into the Woods,https://www.imdb.com/title/,Into the Woods,,,,,,, ,,, ,
Amanda,Y,tt2180411,,,Into Woods,https://www.imdb.com/title/tt2180411,Into the Woods,2014,PG,2:05,Rob Marshall,"Anna Kendrick, Meryl Streep, Chris Pine, James Corden, Emily Blunt","Adventure, Comedy, Drama, Fantasy, Musical", ,D,A witch tasks a childless baker and his wife with procuring magical items from classic fairy tales to reverse the curse put on their family tree., ,
Amanda,,,,,Intolerable Cruelty,https://www.imdb.com/title/,Intolerable Cruelty,,,,,,, ,,, ,
Amanda,,,,,Ip Man I,https://www.imdb.com/title/,Ip Man I,,,,,,, ,,, ,
Amanda,,,,,Ip Man II,https://www.imdb.com/title/,Ip Man II,,,,,,, ,,, ,
Amanda,,,,,It Happened One Night,https://www.imdb.com/title/,It Happened One Night,,,,,,, ,,, ,
Amanda,Y,tt0317740,,,Italian Job,https://www.imdb.com/title/tt0317740,Italian Job,2003,PG-13,1:51,F. Gary Gray,"Donald Sutherland, Mark Wahlberg, Charlize Theron, Edward Norton, Jason Statham, Seth Green","Action, Crime, Thriller", ,,"After being betrayed and left for dead in Italy, Charlie Croker and his team plan an elaborate gold heist against their former ally.", ,
Amanda,,,,,Jack the Giant Killer,https://www.imdb.com/title/,Jack the Giant Killer,,,,,,, ,,, ,
Amanda,,,,,Jennifer's Body,https://www.imdb.com/title/,Jennifer's Body,,,,,,, ,,, ,
Amanda,,,,,Joe vs The Volcano,https://www.imdb.com/title/,Joe vs The Volcano,,,,,,, ,,, ,
Amanda,,tt2911666,,,John Wick 1,https://www.imdb.com/title/tt2911666,John Wick,2014,R,1:41,"Chad Stahelski, David Leitch","Keanu Reeves, Michael Nyqvist","Action, Crime, Thriller", ,BD,An ex-hitman comes out of retirement to track down the gangsters who killed his dog and stole his car., ,
Amanda,,tt4425200,,,John Wick 2,https://www.imdb.com/title/tt4425200,John Wick 2,2017,R,2:02,Chad Stahelski,"Keanu Reeves, Riccardo Scamarcio, Ian McShane","Action, Crime, Thriller", ,BD,"After returning to the criminal underworld to repay a debt, John Wick discovers that a large bounty has been put on his life.", ,
Amanda,,tt6146586,,,John Wick 3,https://www.imdb.com/title/tt6146586,John Wick 3,2019,R,2:10,Chad Stahelski,"Keanu Reeves, Halle Berry, Ian McShane","Action, Crime, Thriller", ,BD,"John Wick is on the run after killing a member of the international assassins' guild, and with a $14 million price tag on his head, he is the target of hit men and women everywhere.", ,
Amanda,,tt0113481,,,Johnny Mnemonic,https://www.imdb.com/title/tt0113481,Johnny Mnemonic,1995,R,1:36,Robert Longo,"Keanu Reeves, Dolph Lundgren, Dina Meyer, Ice-T","Action, Drama, Sci-Fi", ,D,"A data courier, literally carrying a data package inside his head, must deliver it before he dies from the burden or is killed by the Yakuza.", ,
Amanda,,tt0236348,,,Josie and the Pussycats,https://www.imdb.com/title/tt0236348,Josie and the Pussycats,2001,PG-13,1:38,"Harry Elfont, Deborah Kaplan","Rachael Leigh Cook, Tara Reid, Rosario Dawson","Comedy, Music", ,D,A girl group find themselves in the middle of a conspiracy to deliver subliminal messages through popular music., ,
Amanda,,tt0373051,,,Journey to Center of Earth,https://www.imdb.com/title/tt0373051,Journey to the Center of the Earth,2008,PG,1:33,Eric Brevig,"Brendan Fraser, Josh Hutcherson, Seth Meyers","Action, Adventure, Family", ,D,"On a quest to find out what happened to his missing brother, a scientist, his nephew and their mountain guide discover a fantastic and dangerous lost world in the center of the earth.", ,
Amanda,,tt1397514,,,Journey to the Mysterious Island,https://www.imdb.com/title/tt1397514,Journey to the Mysterious Island,2012,PG,1:34,Brad Peyton,"Josh Hutcherson, Dwaytne Johnson, Michael Caine, Vanessa Hudgens","Action, Adventure, Comedy, Family, Fantasy, Sci-FI", ,,"Sean Anderson partners with his mom's husband on a mission to find his grandfather, who is thought to be missing on a mythical island.", ,
Amanda,,tt0113492,,,Judge Dredd,https://www.imdb.com/title/tt0113492,Judge Dredd,1995,R,1:36,Danny Cannon,"Sylvester Stallone, Armand Assante, Rob Schneider","Action, Crime, Sci-Fi", ,D,"In a dystopian future, Joseph Dredd, the most famous Judge (a police officer with instant field judiciary powers), is convicted for a crime he did not commit and must face his murderous counterpart.", ,
Amanda,,tt0113497,,,Jumanji 1,https://www.imdb.com/title/tt0113497,Jumanji,1995,PG-13,1:44,Joe Johnston,"Robin Williams, Kirsten Dunst, Bonnie Hunt",, ,D,"When two kids find and play a magical board game, they release a man trapped in it for decades - and a host of dangers that can only be stopped by finishing the game.", ,
Amanda,,tt3040964,,,"Jungle Books, The",https://www.imdb.com/title/tt3040964,The Jungle Book,2016,PG,1:46,Jon Favreau,"Neel Sethi, Bill Murray, Ben Kingsley","Adventure, Drama, Family", ,BD,"After a threat from the tiger Shere Khan forces him to flee the jungle, a man-cub named Mowgli embarks on a journey of self discovery with the help of panther Bagheera and free-spirited bear Baloo.", ,
Amanda,,tt1617661,,,Jupiter Ascending,https://www.imdb.com/title/tt1617661,Jupiter Ascending,2015,PG-13,2:07,Wachowski Brothers,"Channing Tatum, Mila Kunis, Eddie Redmayne","Action, Adventure, Sci-Fi", ,D,A young woman discovers her destiny as an heiress of intergalactic nobility and must fight to protect the inhabitants of Earth from an ancient and destructive industry., ,
Amanda,,tt0107290,,,Jurassic Park 1,https://www.imdb.com/title/tt0107290,Jurassic Park,1993,PG-13,2:07,Steven Spielberg,"Sam Neill, Laura Dern, Jeff Goldblum","Action, Adventure, Sci-Fi", ,D,A pragmatic paleontologist touring an almost complete theme park on an island in Central America is tasked with protecting a couple of kids after a power failure causes the park's cloned dinosaurs to run loose., ,
Amanda,,tt0119567,,,Jurassic Park 2,https://www.imdb.com/title/tt0119567,Jurassic Park: The Lost World,1997,PG-13,2:09,Steven Spielberg,"Jeff Goldblum, Julianne Moore","Action, Adventure, Sci-Fi", ,D,"A research team is sent to the Jurassic Park Site B island to study the dinosaurs there, while an InGen team approaches with another agenda.", ,
Amanda,,tt0163025,,,Jurassic Park 3,https://www.imdb.com/title/tt0163025,Jurassic Park 3,2001,PG-13,1:32,Joe Johnston,"Sam Neill, William H. Macy, Téa Leoni","Action, Adventure, Sci-Fi", ,D,"A decidedly odd couple with ulterior motives convince Dr. Grant to go to Isla Sorna for a holiday, but their unexpected landing startles the island's new inhabitants.", ,
