,CompleteInfo?,UUID,Multipack?,Order,AlphaTitle,IMDBLink,DisplayTitle,Year,Rating,RunTime,Director,Starring,Genres,Tags,Formats,Synopsis,ImageLink,Ra Too?
Amanda,,tt0482571,,,Prestige,https://www.imdb.com/title/tt0482571,The Prestige,2006,PG-13,2:10,Christopher Nolan,"Christian Bale, Hugh Jackman, Scarlett Johansson","Drama, Mystery, Sci-Fi", ,D,"After a tragic accident, two stage magicians in 1890s London engage in a battle to create the ultimate illusion while sacrificing everything they have to outwit each other.", ,
Amanda,,,,,Pride and Prejudice,https://www.imdb.com/title/,Pride and Prejudice,,,,,Keira Knightly,, ,,, ,
Amanda,,tt0093779,,,Princess Bride ,https://www.imdb.com/title/tt0093779,The Princess Bride ,1987,PG,1:38,Rob Reiner,"Cary Elwes, Mandy Patinkin, Robin Wright","Adventure, Comedy, Family", ,B,"A bedridden boy's grandfather reads him the story of a farmboy-turned-pirate who encounters numerous obstacles, enemies and allies in his quest to be reunited with his true love.", ,
Amanda,,,,,Producers ,https://www.imdb.com/title/,Producers ,,,,,Broderick,, ,,, ,
Amanda,,,,,Pulp Fiction,https://www.imdb.com/title/,Pulp Fiction,2012,,,,,, ,,, ,
Amanda,,,,,Punisher,https://www.imdb.com/title/,Punisher,,,,,Travolta,, ,,, ,
Amanda,,,,,Purple Rose of Cairo,https://www.imdb.com/title/,Purple Rose of Cairo,,,,,,, ,,, ,
Amanda,,,,,Push,https://www.imdb.com/title/,Push,,,,,,, ,,, ,
Amanda,,,,,Quick and the Dead,https://www.imdb.com/title/,Quick and the Dead,,,,,,, ,,, ,
Amanda,,,,,Quiet Man,https://www.imdb.com/title/,Quiet Man,,,,,,, ,,, ,
Amanda,,tt6644200,,,Quiet Place 1,https://www.imdb.com/title/tt6644200,A Quiet Place,2018,PG-13,1:30,John Krasinski,"Emily Blunt, John Krasinski, Millicent Simmonds","Drama, Horror, Sci-Fi", ,D,A family struggles for survival in a world where most humans have been killed by blind but noise-sensitive creatures. They are forced to communicate in sign language to keep the creatures at bay., ,
Amanda,,tt0102744,,,Quigley Down Under,https://www.imdb.com/title/tt0102744,Quigley Down Under,1990,PG-13,1:59,Simon Wincer,"Tom Selleck, Laura San Giacomo, Alan Rickman","Action, Adventure, Drama", ,D,"Sharpshooter Matt Quigley is hired from Wyoming by an Australian rancher paying a very high price. But when Quigley arrives Down Under, all is not as it seems.", ,
Amanda,,tt0790736,,,R.I.P.D.,https://www.imdb.com/title/tt0790736,R.I.P.D.,2013,PG-13,1:36,Robert Schwentke,"Ryan Reynolds, Jeff Bridges, Mary-Louise Parker","Action, Adventure, Comedy", ,D,"A cop killed by his own partner joins RIPD, an afterlife law enforcement department working to apprehend various monsters disguised as humans living on earth, and gets paired up with a smart-mouthed veteran.", ,
Amanda,,,,,Rampage,https://www.imdb.com/title/,Rampage,,,,,,, ,,, ,
Amanda,,,,,"Ranger, the Cook, and a Hole in the Sky",https://www.imdb.com/title/,"Ranger, the Cook, and a Hole in the Sky",,,,,,, ,,, ,
Amanda,,tt1677720,,,Ready Player One,https://www.imdb.com/title/tt1677720,Ready Player One,2018,PG-13,2:20,Steven Spielberg,"Tye Sheridan, Olivia Cooke, Ben Mendelsohn","Action, Adventure, Sci-Fi", ,D,"When the creator of a virtual reality called the OASIS dies, he makes a posthumous challenge to all OASIS users to find his Easter Egg, which will give the finder his fortune and control of his world.", ,
Amanda,,,,,Real Steel,https://www.imdb.com/title/,Real Steel,,,,,,, ,,, ,
Amanda,,tt1245526,,,Red,https://www.imdb.com/title/tt1245526,Red,2010,PG-13,1:51,Robert Schwentke,"Bruce Willis, Helen Mirren, Morgan Freeman","Action, Comedy, Crime", ,D,"When his peaceful life is threatened by a high-tech assassin, former black-ops agent Frank Moses reassembles his old team in a last-ditch effort to survive and uncover his assailants.", ,
Amanda,,tt1821694,,,Red 2,https://www.imdb.com/title/tt1821694,Red 2,2013,PG-13,1:56,Dean Parisot,"Bruce Willis, Helen Mirren, John Malkovich","Action, Comedy, Crime", ,D,Retired CIA agent Frank Moses reunites his unlikely team of elite operatives for a global quest to track down a missing portable nuclear device., ,
Amanda,,,,,Red Dawn,https://www.imdb.com/title/,Red Dawn,84,,,,,, ,,, ,
Amanda,,,,,Red Dawn,https://www.imdb.com/title/,Red Dawn,2012,,,,,, ,,, ,
Amanda,,,,,Rendition,https://www.imdb.com/title/,Rendition,,,,,,, ,,, ,
Amanda,,,,,Replacements,https://www.imdb.com/title/,Replacements,,,,,,, ,,, ,
Amanda,,tt0120804,,,Resident Evil 1,https://www.imdb.com/title/tt0120804,Resident Evil,2002,R,1:40,Paul W.S. Anderson,"Milla Jovovich, Michelle Rodriguez","Action, Horror, Sci-Fi", ,D,"A special military unit fights a powerful, out-of-control supercomputer and hundreds of scientists who have mutated into flesh-eating creatures after a laboratory accident.", ,
Amanda,,tt0318627,,,Resident Evil 2,https://www.imdb.com/title/tt0318627,Resident Evil: Apocalypse,2004,R,1:34,Alexander Witt,"Milla Jovovich, Sienna Guillory","Action, Horror, Sci-Fi", ,D,"Alice wakes up in the Raccoon City hospital after the area has been overrun by zombies, and must now make it out of the city before a nuclear bomb is dropped.", ,
Amanda,,tt0432021,,,Resident Evil 3,https://www.imdb.com/title/tt0432021,Resident Evil: Extinction,2007,R,1:34,Russell Mulcahy,"Milla Jovovich, Ali Larter","Action, Horror, Sci-Fi", ,D,"Survivors of the Raccoon City catastrophe travel across the Nevada desert, hoping to make it to Alaska. Alice joins the caravan and their fight against the evil Umbrella Corp.", ,
Amanda,,tt2592614,,,Resident Evil 4,https://www.imdb.com/title/tt2592614,Resident Evil: Afterlife,2016,R,1:47,Paul W.S. Anderson,"Milla Jovovich, Ali Larter, Iain Glen","Action, Horror, Sci-Fi", ,D,"Alice returns to where the nightmare began: The Hive in Raccoon City, where the Umbrella Corporation is gathering its forces for a final strike against the only remaining survivors of the apocalypse.", ,
Amanda,,tt1855325,,,Resident Evil 5,https://www.imdb.com/title/tt1855325,Resident Evil: Retribution,2012,R,1:35,Paul W.S. Anderson,"Milla Jovovich, Sienna Guillory","Action, Horror, Sci-Fi", ,D,Alice fights alongside a resistance movement to regain her freedom from an Umbrella Corporation testing facility., ,
Amanda,,tt1220634,,,Resident Evil 6,https://www.imdb.com/title/tt1220634,Resident Evil: The Final Chapter,2010,R,1:36,Paul W.S. Anderson,"Milla Jovovich, Ali Larter, Wentworth Miller","Action, Horror, Sci-Fi", ,D,"While still out to destroy the evil Umbrella Corporation, Alice joins a group of survivors living in a prison surrounded by the infected who also want to relocate to the mysterious but supposedly unharmed safe haven known only as Arcadia.", ,
Amanda,,tt0134847,,,Riddick Chronicles 1 ,https://www.imdb.com/title/tt0134847,Pitch Black,2000,R,1:49,David Twohy,"Radha Mitchell, Cole Hauser, Vin Diesel","Action, Horror, Sci-Fi", ,D,A transport ship crashes and leaves its crew stranded on a desert planet inhabited by bloodthirsty creatures that come out during an eclipse., ,
Amanda,,tt0407658,,,Riddick Chronicles 2,https://www.imdb.com/title/tt0407658,Dark Fury,2004,Not Rated,0:35,Peter Chung,"Vin Diesel, Rhiana Griffith, Keith David","Animation, Short, Action", ,D,A man battles soldiers and vicious creatures., ,
Amanda,,tt0296572,,,Riddick Chronicles 3,https://www.imdb.com/title/tt0296572,The Chronicles of Riddick,2004,R,1:59,David Twohy,"Vin Diesel, Judi Dench, Colm Feore","Action, Adventure, Sci-Fi", ,D,"The wanted criminal Richard Bruno Riddick arrives on a planet called Helion Prime and finds himself up against an invading empire called the Necromongers, an army that plans to convert or kill all humans in the universe.", ,
Amanda,,,,,Rise of the Guardians,https://www.imdb.com/title/,Rise of the Guardians,,,,,,, ,,, ,
Amanda,,,,,Rob Roy,https://www.imdb.com/title/,Rob Roy,,,,,,, ,,, ,
Amanda,Y,tt0955308,,,Robin Hood,https://www.imdb.com/title/tt0955308,Robin Hood,2010,PG-13,2:20,Ridley Scott,"Russell Crowe, Cate Blanchett, William Hurt, Mark Strong, Oscar Isaac, Matthew Macfadyen, Mark Addy","Action, Adventure, Drama, History", ,,"In twelfth-century England, Robin Longstride and his band of marauders confront corruption in a local village and lead an uprising against the crown that will forever alter the balance of world power.", ,
Amanda,Y,tt4532826,,,Robin Hood,https://www.imdb.com/title/tt4532826,Robin Hood,2018,PG-13,1:56,Otto Bathurst,"Taron Egerton, Jamie Foxx, Ben Mendelsohn","Action, Adventure, Drama, Thriller", ,D,A war-hardened Crusader and his Moorish commander mount an audacious revolt against the corrupt English crown., ,
Amanda,,,,,Robin Hood Prince of THieves,https://www.imdb.com/title/,Robin Hood Prince of THieves,,,,,,, ,,, ,
Amanda,,tt1234721,,,RoboCop,https://www.imdb.com/title/tt1234721,RoboCop,2014,PG-13,1:57,,"Joel Kinnaman, Gary Oldman, Michael Keaton","Action, Crime, Sci-Fi", ,D,"In 2028 Detroit, when Alex Murphy, a loving husband, father and good cop, is critically injured in the line of duty, the multinational conglomerate OmniCorp sees their chance for a part-man, part-robot police officer.", ,
Amanda,,tt0358082,,,Robots,https://www.imdb.com/title/tt0358082,Robots,2005,PG,1:31,,"Ewan McGregor, Halle Berry, Mel Brooks","Animation, Adventure, Comedy", ,D,"In a robot world, a young idealistic inventor travels to the big city to join his inspiration's company, only to find himself opposing its sinister new management.", ,
Amanda,,tt1336608,,,Rock of Ages,https://www.imdb.com/title/tt1336608,Rock of Ages,2012,PG-13,2:03,,"Julianne Hough, Diego Boneta, Tom Cruise","Comedy, Drama, Musical", ,D,A small-town girl and a city boy meet on the Sunset Strip while pursuing their Hollywood dreams., ,
Amanda,,,,,Rugrats Go Wild,https://www.imdb.com/title/,Rugrats Go Wild,,,,,,, ,,, ,
Amanda,Y,tt0327850,,,Rundown,https://www.imdb.com/title/tt0327850,Rundown,2003,PG-13,1:44,Peter Berg,"Sean WIlliam Scott, Dwayne Johnson, Christopher Walken, Rosario Dawson","Action, Adventure, Comedy, Thriller", ,,A tough aspiring chef is hired to bring home a mobster's son from the Amazon but becomes involved in the fight against an oppressive town operator and the search for a legendary treasure., ,
Amanda,,tt0318649,,,Sahara,https://www.imdb.com/title/tt0318649,Sahara,2005,PG-13,2:04,,"Matthew McConaughey, Penelope Cruz, Steven Zahn","Action, Adventure, Comedy", ,D,"Master explorer Dirk Pitt goes on the adventure of a lifetime of seeking out a lost Civil War battleship known as the ""Ship of Death"" in the deserts of West Africa while helping a WHO doctor being hounded by a ruthless dictator.", ,
Amanda,,,,,San Andreas,https://www.imdb.com/title/,San Andreas,,,,,,, ,,, ,
Amanda,,,,,Sandlot,https://www.imdb.com/title/,Sandlot,,,,,,, ,,, ,
Amanda,,,,,School of Rock,https://www.imdb.com/title/,School of Rock,,,,,,, ,,, ,
Amanda,,,,,Scooby Do 1,https://www.imdb.com/title/,Scooby Do 1,,,,,,, ,,, ,
Amanda,,,,,Scooby Do 2,https://www.imdb.com/title/,Scooby Do 2,,,,,,, ,,, ,
Amanda,,,,,Season of the Witch,https://www.imdb.com/title/,Season of the Witch,,,,,,, ,,, ,
Amanda,,,,,Secret Life of Walter Mitty,https://www.imdb.com/title/,Secret Life of Walter Mitty,,,,,Danny Kaye,, ,,, ,
Amanda,,tt0363988,,,Secret Window,https://www.imdb.com/title/tt0363988,Secret Window,2004,PG-13,1:36,,"Johnny Depp, Maria Bello, John Turturro","Drama, Mystery, Thriller", ,D,A successful writer in the midst of a painful divorce is stalked at his remote lake house by a would-be scribe who accuses him of plagiarism., ,
Amanda,,,,,Seeker,https://www.imdb.com/title/,Seeker,,,,,,, ,,, ,
Amanda,,,,,Series of Unfortunate Events,https://www.imdb.com/title/,Series of Unfortunate Events,,,,,Jim Carrey,, ,,, ,
Amanda,,tt0114369,,,Seven,https://www.imdb.com/title/tt0114369,Se7en,1995,R,2:07,David Fincher,"Morgan Freeman, Brad Pitt, Kevin Spacey","Crime, Drama, Mystery", ,D,"Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his motives.", ,
Amanda,,,,,Sex in the City,https://www.imdb.com/title/,Sex in the City,,,,,,, ,,, ,
Amanda,,,,,Shadow,https://www.imdb.com/title/,Shadow,,,,,,, ,,, ,
Amanda,,,,,Shaft,https://www.imdb.com/title/,Shaft,,,,,Samuel L Jackson,, ,,, ,
Amanda,,tt0988045,,,Sherlock Holmes,https://www.imdb.com/title/tt0988045,Sherlock Holmes,2009,PG-13,2:08,Guy Ritchie,"Robert Downey Jr., Jude Law, Rachel McAdams","Action, Adventure, Mystery", ,D,Detective Sherlock Holmes and his stalwart partner Watson engage in a battle of wits and brawn with a nemesis whose plot is a threat to all of England., ,
Amanda,,tt0286106,,,Signs,https://www.imdb.com/title/tt0286106,Signs,2002,PG-13,1:46,M. Night Shyamalan,"Mel Gibson, Joaquin Phoenix, Rory Culkin","Drama, Mystery, Sci-Fi", ,D,"A widowed former reverend living with his children and brother on a Pennsylvania farm finds mysterious crop circles in their fields, which suggests something more frightening to come.", ,
Amanda,,,,,Silver Linings Playbook,https://www.imdb.com/title/,Silver Linings Playbook,,,,,,, ,,, ,
Amanda,,,,,Simply Irresistable,https://www.imdb.com/title/,Simply Irresistable,,,,,,, ,,, ,
Amanda,,tt0401792,,,Sin City,https://www.imdb.com/title/tt0401792,Sin City,2005,R,2:04,Frank Miller,"Mickey Rourke, Jessica Alba, Clive Owen","Crime, Thriller",Graphic-Novel,D,"An exploration of the dark and miserable Basin City and three of its residents, all of whom are caught up in violent corruption.", ,
Amanda,,,,,Sky Captain and the World of Tomorrow,https://www.imdb.com/title/,Sky Captain and the World of Tomorrow,,,,,,, ,,, ,
Amanda,,,,,Sleepy Hollow,https://www.imdb.com/title/,Sleepy Hollow,,,,,,, ,,, ,
Amanda,,tt0208092,,,Snatch,https://www.imdb.com/title/tt0208092,Snatch,2000,R,1:42,Guy Ritchie,"Jason Statham, Brad Pitt, Stephen Graham","Comedy, Crime", ,D,"Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.", ,
Amanda,,,,,Snow White,https://www.imdb.com/title/,Snow White,1987,,,,,, ,,, ,
Amanda,,tt1735898,,,Snow White and the Huntsman,https://www.imdb.com/title/tt1735898,Snow White and the Huntsman,2012,PG-13,2:07,Rupert Sanders,"Kristen Stewart, Chris Hemsworth, Charlize Theron","Action, Adventure, Drama", ,,"In a twist to the fairy tale, the Huntsman ordered to take Snow White into the woods to be killed winds up becoming her protector and mentor in a quest to vanquish the Evil Queen.", ,
Amanda,Y,tt0120157,,,Soldier,https://www.imdb.com/title/tt0120157,Soldier,1998,R,1:39,Paul W.S. Anderson,"Kurt Russell, Jason Scott Lee, Jason Isaacs, Connie Bielsen, Sean Pertwee","Action, Drama, Sci-Fi", ,,"A soldier trained from birth is deemed obsolete and dumped on a waste planet where he is reluctantly taken in by a community of defenseless, stranded wayfarers.", ,
Amanda,,,,,Somersby,https://www.imdb.com/title/,Somersby,,,,,,, ,,, ,
Amanda,,,,,Sorcer's Apprentice,https://www.imdb.com/title/,Sorcer's Apprentice,,,,,,, ,,, ,
Amanda,,,,,South Park,https://www.imdb.com/title/,South Park,,,,,,, ,,, ,
Amanda,,,,,Spaceballs,https://www.imdb.com/title/,Spaceballs,,,,,,, ,,, ,
Amanda,,tt2250912,,MCU: Infinity Saga 3.04,Spiderman 1,https://www.imdb.com/title/tt2250912,Spider-Man: Homecoming,2017,PG-13,2:13,Jon Watts,"Tom Holland, Michael Keaton, Robert Downey Jr.","Action, Adventure, Sci-Fi",MCU,D,"Peter Parker balances his life as an ordinary high school student in Queens with his superhero alter-ego Spider-Man, and finds himself on the trail of a new menace prowling the skies of New York City.", ,
Amanda,,,,,Spiderwick Chronicles,https://www.imdb.com/title/,Spiderwick Chronicles,,,,,,, ,,, ,
Amanda,,tt0368658,,,Stage Beauty,https://www.imdb.com/title/tt0368658,Stage Beauty,2004,R,1:46,Richard Eyre,"Billy Crudup, Claire Danes, Rupert Everett",Drama, ,D,A female theatre dresser creates a stir and sparks a revolution in seventeenth century London theatre by playing Desdemona in Othello. But what will become of the male actor she once worked for and eventually replaced?, ,
Amanda,Y,tt0796366,,,Star Trek 1,https://www.imdb.com/title/tt0796366,Star Trek,2009,PG-13,2:07,J.J. Abrams,"Chris Pine, Zachary Quinto, Simon Pegg, Leonard Nimoy, Eric Bana, Karl Urban, Zoe Saldana, Anton Yelchin, John Cho","Action, Adventure, Sci-Fi", ,D,The brash James T. Kirk tries to live up to his father's legacy with Mr. Spock keeping him in check as a vengeful Romulan from the future creates black holes to destroy the Federation one planet at a time., ,
Amanda,,,,,Star Trek 10,https://www.imdb.com/title/,Star Trek: Nemesis,,,,,,, ,,, ,
Amanda,Y,tt1408101,,,Star Trek 2,https://www.imdb.com/title/tt1408101,Star Trek: Into Darkness,2013,PG-13,2:12,J.J. Abrams,"Chris Pine, Zachary Quinto, Zoe Saldana, Benedict Cumberbatch, Leonard Nimoy, Karl Urban, Simon Pegg, John Cho, Anton Yelchin","Action, Adventure, Sci-Fi", ,D,"After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction.", ,
Amanda,Y,tt2660888,,,Star Trek 3,https://www.imdb.com/title/tt2660888,Star Trek: Beyond,2016,PG-13,2:02,Justin Lin,"Chris Pine, Zachary Quinto, Karl Urban, Zoe Saldana, Simon Pegg, John Cho, Anton Yelchin, Idris Elba","Action, Adventure, Sci-Fi, Thriller", ,D,"The crew of the USS Enterprise explores the furthest reaches of uncharted space, where they encounter a new ruthless enemy, who puts them, and everything the Federation stands for, to the test.", ,
Amanda,,,,,Star Trek 8,https://www.imdb.com/title/,Star Trek: First Contact,,,,,,, ,,, ,
Amanda,,,,,Star Trek 9,https://www.imdb.com/title/,Star Trek: Insurrection,,,,,,, ,,, ,
Amanda,,,,,Star Wars,https://www.imdb.com/title/,Star Wars,Force Awaken,,,,,, ,,, ,
Amanda,,tt0486655,,,Stardust,https://www.imdb.com/title/tt0486655,Stardust,2007,PG-13,2:07,Matthew Vaughn,"Charlie Cox, Claire Danes, Sienna Miller","Adventure, Family, Fantasy", ,D,"In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm.", ,
Amanda,,,,,Starship Troopers,https://www.imdb.com/title/,Starship Troopers,,,,,,, ,,, ,
Amanda,,,,,Stepford Wives,https://www.imdb.com/title/,Stepford Wives,Kidman,,,,,, ,,, ,
Amanda,,,,,Street Kings,https://www.imdb.com/title/,Street Kings,,,,,,, ,,, ,
Amanda,,tt0978764,,,Sucker Punch,https://www.imdb.com/title/tt0978764,Sucker Punch,2011,PG-13,1:50,Zack Snyder,"Emily Browning, Vanessa Hudgens, Abbie Cornish","Action, Adventure, Fantasy", ,D,A young girl institutionalized by her abusive stepfather retreats to an alternative reality as a coping strategy and envisions a plan to help her escape., ,
Amanda,,tt1386697,,,Suicide Squad,https://www.imdb.com/title/tt1386697,Suicide Squad,2016,PG-13,2:03,David Ayer,"Will Smith, Jared Leto, Margot Robbie","Action, Adventure, Fantasy", ,D,A secret government agency recruits some of the most dangerous incarcerated super-villains to form a defensive task force. Their first mission: save the world from the apocalypse., ,
Amanda,,,,,Superman Returns,https://www.imdb.com/title/,Superman Returns,,,,,,, ,,, ,
Amanda,,,,,Surfs Up,https://www.imdb.com/title/,Surfs Up,,,,,,, ,,, ,
Amanda,,,,,Swat,https://www.imdb.com/title/,Swat,,,,,,, ,,, ,
Amanda,,,,,Swing Kids,https://www.imdb.com/title/,Swing Kids,Christain Bale,,,,,, ,,, ,
Amanda,,tt0244244,,,Swordfish,https://www.imdb.com/title/tt0244244,Swordfish,2001,R,1:39,Dominic Sena,"John Travolta, Hugh Jackman, Halle Berry","Action, Crime, Thriller", ,D,"A covert counter-terrorist unit called Black Cell led by Gabriel Shear wants the money to help finance their war against international terrorism, but it's all locked away. Gabriel brings in convicted hacker Stanley Jobson to help him.", ,
Amanda,,,,,Syriana,https://www.imdb.com/title/,Syriana,,,,,,, ,,, ,
Amanda,,tt0364045,,,Taking Lives,https://www.imdb.com/title/tt0364045,Taking Lives,2004,R,1:43,D.J. Caruso,"Angelina Jolie, Ethan Hawke, Kiefer Sutherland","Crime, Mystery, Thriller", ,D,An FBI profiler is called in by French Canadian police to catch a serial killer who takes on the identity of each new victim., ,
Amanda,,tt0111359,,,Tall Tale,https://www.imdb.com/title/tt0111359,Tall Tale,1995,PG,1:36,Jeremiah S. Chechik,"Patrick Swayze, Oliver Platt, Roger Aaron Brown, Nick Stahl","Adventure, Family, Fantasy", ,,"A young boy's imagination summons cowboy legend Pecos Bill, who helps him save the family farm from a greedy land-grabber. With the help of a lumberjack and a railroad worker, they all embark on a surprise-filled adventure.", ,
Amanda,,tt0398286,,,Tangled,https://www.imdb.com/title/tt0398286,Tangled,2010,PG,1:40,"Nathan Greno, Byron Howard","Mandy Moore, Zachary Levi, Donna Murphy","Animation, Adventure, Comedy", ,D,"The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is.", ,
Amanda,Y,tt0100758,,,Teenage Mutant Ninja Turtles,https://www.imdb.com/title/tt0100758,Teenage Mutant Ninja Turtles,1990,PG,1:33,Steve Barron,"Judith Hoag, Elias Koteas","Action, Adventure, Comedy, Family, Sci-Fi", ,,Four teenage mutant ninja turtles emerge from the shadows to protect New York City from a gang of criminal ninjas., ,
Amanda,,tt1291150,,,Teenage Mutant Ninja Turtles 1 ,https://www.imdb.com/title/tt1291150,Teenage Mutant Ninja Turtles,2014,PG-13,1:41,Jonathan Liebesman,"Megan Fox, Will Arnett","Action, Adventure, Comedy", ,D,"When a kingpin threatens New York City, a group of mutated turtle warriors must emerge from the shadows to protect their home.", ,
Amanda,,tt3949660,,,Teenage Mutant Ninja Turtles 2,https://www.imdb.com/title/tt3949660,Teenage Mutant Ninja Turtles: Out of the Shadows,2016,PG-13,1:52,Dave Green,"Megan Fox, Will Arnett","Action, Adventure, Comedy", ,D,"The Turtles get into another battle with their enemy the Shredder, who has acquired new allies: the mutant thugs Bebop and Rocksteady and the alien being Krang.", ,
Amanda,Y,tt0103060,,,Teenage Mutant Ninja Turtles II,https://www.imdb.com/title/tt0103060,Teenage Mutant Ninja Turtles II: Secret of the Ooze,1991,PG,1:28,Michael Pressman,"Paige Turco, David Warner","Action, Adventure, Comedy, Family, Sci-Fi", ,,"The Turtles and the Shredder battle once again, this time for the last canister of the ooze that created the Turtles, with which Shredder wants to unleash an army of new mutants.", ,
Amanda,Y,tt0108308,,,Teenage Mutant Ninja Turtles III,https://www.imdb.com/title/tt0108308,Teenage Mutant Ninja Turtles III,1993,PG,1:36,Stuart Gillard,"Elias Koteas, Paige Turco. Stuart Wilson","Action, Adventure, Comedy, Family, Fantasy, Sci-Fi", ,,"When their closest friend April O'Neil discovers an ancient scepter with magical powers, the turtles must cow-a-bunga their way back to 17th century Japan to rescue her from the evil clutches of Lord Norinaga.", ,
Amanda,,,,,Ten Inch Hero,https://www.imdb.com/title/,Ten Inch Hero,,,,,,, ,,, ,
Amanda,,tt4463816,,,Terminal,https://www.imdb.com/title/tt4463816,Terminal,2018,Not Rated,1:35,Vaughn Stein,"Margot Robbie, Simon Pegg, Dexter Fletcher","Comedy, Crime, Drama", ,D,"A film noir taking place in a train terminal at night. Add 2 male assassins, female assassin, waitress, teacher, janitor and crime boss. Add revenge. Who says mystery is a lost art?", ,
Amanda,,tt1800246,,,That Akward Moment,https://www.imdb.com/title/tt1800246,That Awkward Moment,2014,R,1:34,Tom Gormican,"Zac Efron, Michael B. Jordan, Miles Teller","Comedy, Romance", ,D,"Three best friends find themselves where we've all been - at that confusing moment in every dating relationship when you have to decide ""So...where is this going?""", ,
Amanda,,,,,The Eye,https://www.imdb.com/title/,The Eye,,,,,,, ,,, ,
Amanda,,tt1596350,,,This Means War,https://www.imdb.com/title/tt1596350,This Means War,2012,PG-13,1:43,McG,"Reese Witherspoon, Chris Pine, Tom Hardy","Action, Comedy, Romance", ,BD,C.I.A. operatives wage an epic battle on each other when they discover they are dating the same woman., ,
Amanda,,tt0120913,,,Titan A.E.,https://www.imdb.com/title/tt0120913,Titan A.E.,2000,PG,1:34,Don Bluth,"Matt Damon, Drew Barrymore, Bill Pullman, Jim Breuer","Animation, , ", ,,A young man learns that he has to find a hidden Earth ship before an enemy alien species does in order to secure the survival of humanity., ,
Amanda,Y,tt1365519,,,Tomb Raider,https://www.imdb.com/title/tt1365519,Tomb Raider,2018,PG-13,1:59,Roar Uthaug,"Alicia Vikander, Dominic West, Walton Goggins, Daniel Wu","Action, Adventure, Fantasy, Thriller", ,,"Lara Croft, the fiercely independent daughter of a missing adventurer, must push herself beyond her limits when she discovers the island where her father, Lord Richard Croft disappeared.", ,
Amanda,,,,,Top Gun,https://www.imdb.com/title/,Top Gun,,,,,,, ,,, ,
Amanda,,,,,Total Recall,https://www.imdb.com/title/,Total Recall,,,,,,, ,,, ,
Amanda,,,,,Total Recall,https://www.imdb.com/title/,Total Recall,,,,,,, ,,, ,
Amanda,,tt0181865,,,Traffic,https://www.imdb.com/title/tt0181865,Traffic,2000,R,2:27,Steven Soderbergh,"Michael Douglas, Benicio Del Toro, Catherine Zeta-Jones","Crime, Drama, Thriller", ,D,"A conservative judge is appointed by the President to spearhead America's escalating war against drugs, only to discover that his teenage daughter is a crack addict. Two DEA agents protect an informant. A jailed drug baron's wife attempts to carry on the family business.", ,
Amanda,,tt5700672,,,Train to Busan,https://www.imdb.com/title/tt5700672,Train to Busan,2016,Not Rated,1:58,Sang-ho Yeon,"Gong Yoo, Jung Yu-mi, Ma Dong-seok","Action, Horror, Thriller", ,D,"While a zombie virus breaks out in South Korea, passengers struggle to survive on the train from Seoul to Busan.", ,
Amanda,,tt0418279,,,Transformers,https://www.imdb.com/title/tt0418279,Transformers,2007,PG-13,2:24,Michael Bay,"Shia LaBeouf, Megan Fox","Action, Adventure, Sci-Fi", ,D,"An ancient struggle between two Cybertronian races, the heroic Autobots and the evil Decepticons, comes to Earth, with a clue to the ultimate power held by a teenager.", ,
Amanda,,,,,Transformers 3,https://www.imdb.com/title/,Transformers 3,,,,,,, ,,, ,
Amanda,,,,,Transformers 4,https://www.imdb.com/title/,Transformers 4,,,,,,, ,,, ,
Amanda,,,,,Transformers 5,https://www.imdb.com/title/,Transformers 5,,,,,,, ,,, ,
Amanda,,,,,Transformers: Beginning,https://www.imdb.com/title/,Transformers: Beginning,,,,,,, ,,, ,
Amanda,,tt1055369,,,Transformers: Revenge of the Fallen,https://www.imdb.com/title/tt1055369,Transformers: Revenge of the Fallen,2009,PG-13,2:29,Michael Bay,"Shia LaBeouf, Megan Fox","Action, Adventure, Sci-Fi", ,D,"Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.", ,
Amanda,,,,,Transporter 1,https://www.imdb.com/title/,Transporter 1,,,,,,, ,,, ,
Amanda,,,,,Transporter 2,https://www.imdb.com/title/,Transporter 2,,,,,,, ,,, ,
Amanda,,,,,Troll in Central Park,https://www.imdb.com/title/,Troll in Central Park,,,,,,, ,,, ,
Amanda,,,,,Tropic Thunder,https://www.imdb.com/title/,Tropic Thunder,,,,,,, ,,, ,
Amanda,,tt0332452,,,Troy,https://www.imdb.com/title/tt0332452,Troy,2004,R,2:43,Wolfgang Petersen,"Brad Pitt, Eric Bana, Orlando Bloom",Drama, ,D,"An adaptation of Homer's great epic, the film follows the assault on Troy by the united Greek forces and chronicles the fates of the men involved.", ,
Amanda,,,,,True Grit,https://www.imdb.com/title/,True Grit,,,,,,, ,,, ,
